country,alpha_2_code,alpha_3_code,Indicator,Year,Value_in_percentage%
New Zealand,NZ,NZL,Proportion of population using unimproved drinking water sources,2003,0.00%
New Zealand,NZ,NZL,Proportion of population using unimproved drinking water sources,2004,0.00%
New Zealand,NZ,NZL,Proportion of population using unimproved drinking water sources,2006,0.00%
New Zealand,NZ,NZL,Proportion of population using unimproved drinking water sources,2008,0.00%
New Zealand,NZ,NZL,Proportion of population using unimproved drinking water sources,2010,0.00%
New Zealand,NZ,NZL,Proportion of population using unimproved drinking water sources,2013,0.00%
New Zealand,NZ,NZL,Proportion of population using unimproved drinking water sources,2014,0.00%
New Zealand,NZ,NZL,Proportion of population using unimproved drinking water sources,2015,0.00%
New Zealand,NZ,NZL,Proportion of population using unimproved drinking water sources,2021,0.00%
Nicaragua,NI,NIC,Proportion of population using unimproved drinking water sources,2000,14.38%
Nicaragua,NI,NIC,Proportion of population using unimproved drinking water sources,2001,14.36%
Nicaragua,NI,NIC,Proportion of population using unimproved drinking water sources,2002,14.34%
Nicaragua,NI,NIC,Proportion of population using unimproved drinking water sources,2003,14.32%
Nicaragua,NI,NIC,Proportion of population using unimproved drinking water sources,2004,14.30%
Nicaragua,NI,NIC,Proportion of population using unimproved drinking water sources,2005,14.27%
Nicaragua,NI,NIC,Proportion of population using unimproved drinking water sources,2006,14.23%
Nicaragua,NI,NIC,Proportion of population using unimproved drinking water sources,2007,14.20%
Nicaragua,NI,NIC,Proportion of population using unimproved drinking water sources,2008,14.16%
Nicaragua,NI,NIC,Proportion of population using unimproved drinking water sources,2009,14.11%
Nicaragua,NI,NIC,Proportion of population using unimproved drinking water sources,2010,14.07%
Nicaragua,NI,NIC,Proportion of population using unimproved drinking water sources,2011,14.03%
Nicaragua,NI,NIC,Proportion of population using unimproved drinking water sources,2012,13.98%
Nicaragua,NI,NIC,Proportion of population using unimproved drinking water sources,2013,13.93%
Nicaragua,NI,NIC,Proportion of population using unimproved drinking water sources,2014,13.89%
Nicaragua,NI,NIC,Proportion of population using unimproved drinking water sources,2015,13.84%
Nicaragua,NI,NIC,Proportion of population using unimproved drinking water sources,2016,13.78%
Nicaragua,NI,NIC,Proportion of population using unimproved drinking water sources,2017,13.73%
Nicaragua,NI,NIC,Proportion of population using unimproved drinking water sources,2018,13.67%
Nicaragua,NI,NIC,Proportion of population using unimproved drinking water sources,2019,13.60%
Nicaragua,NI,NIC,Proportion of population using unimproved drinking water sources,2020,13.53%
Niger,NE,NER,Proportion of population using unimproved drinking water sources,2000,54.74%
Niger,NE,NER,Proportion of population using unimproved drinking water sources,2001,53.52%
Niger,NE,NER,Proportion of population using unimproved drinking water sources,2002,52.35%
Niger,NE,NER,Proportion of population using unimproved drinking water sources,2003,51.18%
Niger,NE,NER,Proportion of population using unimproved drinking water sources,2004,50.01%
Niger,NE,NER,Proportion of population using unimproved drinking water sources,2005,48.84%
Niger,NE,NER,Proportion of population using unimproved drinking water sources,2006,47.66%
Niger,NE,NER,Proportion of population using unimproved drinking water sources,2007,46.49%
Niger,NE,NER,Proportion of population using unimproved drinking water sources,2008,45.32%
Niger,NE,NER,Proportion of population using unimproved drinking water sources,2009,44.14%
Niger,NE,NER,Proportion of population using unimproved drinking water sources,2010,42.97%
Niger,NE,NER,Proportion of population using unimproved drinking water sources,2011,41.80%
Niger,NE,NER,Proportion of population using unimproved drinking water sources,2012,40.62%
Niger,NE,NER,Proportion of population using unimproved drinking water sources,2013,39.45%
Niger,NE,NER,Proportion of population using unimproved drinking water sources,2014,38.27%
Niger,NE,NER,Proportion of population using unimproved drinking water sources,2015,37.08%
Niger,NE,NER,Proportion of population using unimproved drinking water sources,2016,35.89%
Niger,NE,NER,Proportion of population using unimproved drinking water sources,2017,34.69%
Niger,NE,NER,Proportion of population using unimproved drinking water sources,2018,33.49%
Niger,NE,NER,Proportion of population using unimproved drinking water sources,2019,32.29%
Niger,NE,NER,Proportion of population using unimproved drinking water sources,2020,31.08%
Niger,NE,NER,Proportion of population using unimproved drinking water sources,2021,29.86%
Niger,NE,NER,Proportion of population using unimproved drinking water sources,2022,28.65%
Nigeria,NG,NGA,Proportion of population using unimproved drinking water sources,2000,24.02%
Nigeria,NG,NGA,Proportion of population using unimproved drinking water sources,2001,22.70%
Nigeria,NG,NGA,Proportion of population using unimproved drinking water sources,2002,22.18%
Nigeria,NG,NGA,Proportion of population using unimproved drinking water sources,2003,21.65%
Nigeria,NG,NGA,Proportion of population using unimproved drinking water sources,2004,21.12%
Nigeria,NG,NGA,Proportion of population using unimproved drinking water sources,2005,20.59%
Nigeria,NG,NGA,Proportion of population using unimproved drinking water sources,2006,20.06%
Nigeria,NG,NGA,Proportion of population using unimproved drinking water sources,2007,19.53%
Nigeria,NG,NGA,Proportion of population using unimproved drinking water sources,2008,18.99%
Nigeria,NG,NGA,Proportion of population using unimproved drinking water sources,2009,18.45%
Nigeria,NG,NGA,Proportion of population using unimproved drinking water sources,2010,17.91%
Nigeria,NG,NGA,Proportion of population using unimproved drinking water sources,2011,17.37%
Nigeria,NG,NGA,Proportion of population using unimproved drinking water sources,2012,16.83%
Nigeria,NG,NGA,Proportion of population using unimproved drinking water sources,2013,16.28%
Nigeria,NG,NGA,Proportion of population using unimproved drinking water sources,2014,15.74%
Nigeria,NG,NGA,Proportion of population using unimproved drinking water sources,2015,15.20%
Nigeria,NG,NGA,Proportion of population using unimproved drinking water sources,2016,14.66%
Nigeria,NG,NGA,Proportion of population using unimproved drinking water sources,2017,14.12%
Nigeria,NG,NGA,Proportion of population using unimproved drinking water sources,2018,13.58%
Nigeria,NG,NGA,Proportion of population using unimproved drinking water sources,2019,13.04%
Nigeria,NG,NGA,Proportion of population using unimproved drinking water sources,2020,12.50%
Nigeria,NG,NGA,Proportion of population using unimproved drinking water sources,2021,11.97%
Nigeria,NG,NGA,Proportion of population using unimproved drinking water sources,2022,11.43%
Niue,NU,NIU,Proportion of population using unimproved drinking water sources,2000,0.76%
Niue,NU,NIU,Proportion of population using unimproved drinking water sources,2001,0.76%
Niue,NU,NIU,Proportion of population using unimproved drinking water sources,2002,0.76%
Niue,NU,NIU,Proportion of population using unimproved drinking water sources,2003,0.76%
Niue,NU,NIU,Proportion of population using unimproved drinking water sources,2004,0.76%
Niue,NU,NIU,Proportion of population using unimproved drinking water sources,2005,0.91%
Niue,NU,NIU,Proportion of population using unimproved drinking water sources,2006,1.05%
Niue,NU,NIU,Proportion of population using unimproved drinking water sources,2007,1.20%
Niue,NU,NIU,Proportion of population using unimproved drinking water sources,2008,1.35%
Niue,NU,NIU,Proportion of population using unimproved drinking water sources,2009,1.50%
Niue,NU,NIU,Proportion of population using unimproved drinking water sources,2010,1.65%
Niue,NU,NIU,Proportion of population using unimproved drinking water sources,2011,1.80%
Niue,NU,NIU,Proportion of population using unimproved drinking water sources,2012,1.95%
Niue,NU,NIU,Proportion of population using unimproved drinking water sources,2013,2.10%
Niue,NU,NIU,Proportion of population using unimproved drinking water sources,2014,2.25%
Niue,NU,NIU,Proportion of population using unimproved drinking water sources,2015,2.39%
Niue,NU,NIU,Proportion of population using unimproved drinking water sources,2016,2.54%
Niue,NU,NIU,Proportion of population using unimproved drinking water sources,2017,2.69%
Niue,NU,NIU,Proportion of population using unimproved drinking water sources,2018,2.84%
Niue,NU,NIU,Proportion of population using unimproved drinking water sources,2019,2.99%
Niue,NU,NIU,Proportion of population using unimproved drinking water sources,2020,2.99%
Niue,NU,NIU,Proportion of population using unimproved drinking water sources,2021,2.99%
Niue,NU,NIU,Proportion of population using unimproved drinking water sources,2022,2.99%
Northern Mariana Islands,MP,MNP,Proportion of population using unimproved drinking water sources,2000,3.16%
Northern Mariana Islands,MP,MNP,Proportion of population using unimproved drinking water sources,2001,2.95%
Northern Mariana Islands,MP,MNP,Proportion of population using unimproved drinking water sources,2002,2.74%
Northern Mariana Islands,MP,MNP,Proportion of population using unimproved drinking water sources,2003,2.53%
Northern Mariana Islands,MP,MNP,Proportion of population using unimproved drinking water sources,2004,2.32%
Northern Mariana Islands,MP,MNP,Proportion of population using unimproved drinking water sources,2005,2.11%
Northern Mariana Islands,MP,MNP,Proportion of population using unimproved drinking water sources,2006,1.90%
Northern Mariana Islands,MP,MNP,Proportion of population using unimproved drinking water sources,2007,1.69%
Northern Mariana Islands,MP,MNP,Proportion of population using unimproved drinking water sources,2008,1.48%
Northern Mariana Islands,MP,MNP,Proportion of population using unimproved drinking water sources,2009,1.27%
Northern Mariana Islands,MP,MNP,Proportion of population using unimproved drinking water sources,2010,1.07%
Northern Mariana Islands,MP,MNP,Proportion of population using unimproved drinking water sources,2011,0.86%
Northern Mariana Islands,MP,MNP,Proportion of population using unimproved drinking water sources,2012,0.65%
Northern Mariana Islands,MP,MNP,Proportion of population using unimproved drinking water sources,2013,0.44%
Northern Mariana Islands,MP,MNP,Proportion of population using unimproved drinking water sources,2014,0.23%
Northern Mariana Islands,MP,MNP,Proportion of population using unimproved drinking water sources,2015,0.02%
Norway,NO,NOR,Proportion of population using unimproved drinking water sources,2001,0.00%
Norway,NO,NOR,Proportion of population using unimproved drinking water sources,2002,0.00%
Norway,NO,NOR,Proportion of population using unimproved drinking water sources,2003,0.00%
Norway,NO,NOR,Proportion of population using unimproved drinking water sources,2005,0.00%
Norway,NO,NOR,Proportion of population using unimproved drinking water sources,2008,0.00%
Norway,NO,NOR,Proportion of population using unimproved drinking water sources,2011,0.00%
